date,cust_id,service_id,amount,hour,day_part,month
2025-01-11 16:00:00,185,2,400,16,Afternoon,1
2025-01-11 17:00:00,190,3,400,17,Afternoon,1
2025-01-11 18:00:00,134,4,400,18,Evening,1
2025-01-11 19:00:00,164,4,400,19,Evening,1
2025-01-11 20:00:00,198,1,500,20,Evening,1
2025-01-12 08:00:00,146,3,300,8,Morning,1
2025-01-12 09:00:00,177,1,500,9,Morning,1
2025-01-12 10:00:00,102,1,500,10,Morning,1
2025-01-12 11:00:00,100,2,200,11,Morning,1
2025-01-12 12:00:00,104,2,500,12,Afternoon,1
2025-01-12 13:00:00,189,4,400,13,Afternoon,1
2025-01-12 14:00:00,113,1,400,14,Afternoon,1
2025-01-12 15:00:00,126,4,200,15,Afternoon,1
2025-01-12 16:00:00,108,3,200,16,Afternoon,1
2025-01-12 17:00:00,178,1,200,17,Afternoon,1
2025-01-12 18:00:00,114,1,200,18,Evening,1
2025-01-12 19:00:00,189,3,200,19,Evening,1
2025-01-12 20:00:00,141,3,500,20,Evening,1
2025-01-13 08:00:00,176,4,200,8,Morning,1
2025-01-13 09:00:00,150,4,500,9,Morning,1
2025-01-13 10:00:00,162,3,300,10,Morning,1
2025-01-13 11:00:00,195,4,200,11,Morning,1
2025-01-13 12:00:00,151,3,200,12,Afternoon,1
2025-01-13 13:00:00,195,1,500,13,Afternoon,1
2025-01-13 14:00:00,103,1,300,14,Afternoon,1
2025-01-13 15:00:00,193,2,500,15,Afternoon,1
2025-01-13 16:00:00,122,1,500,16,Afternoon,1
2025-01-13 17:00:00,114,3,200,17,Afternoon,1
2025-01-13 18:00:00,142,4,400,18,Evening,1
2025-01-13 19:00:00,128,2,400,19,Evening,1
2025-01-13 20:00:00,135,4,500,20,Evening,1
2025-01-14 08:00:00,112,3,200,8,Morning,1
2025-01-14 09:00:00,131,1,300,9,Morning,1
2025-01-14 10:00:00,170,2,400,10,Morning,1
2025-01-14 11:00:00,158,3,300,11,Morning,1
2025-01-14 12:00:00,185,2,400,12,Afternoon,1
2025-01-14 13:00:00,127,2,200,13,Afternoon,1
2025-01-14 14:00:00,165,1,500,14,Afternoon,1
2025-01-14 15:00:00,141,3,300,15,Afternoon,1
2025-01-14 16:00:00,144,4,300,16,Afternoon,1
2025-01-14 17:00:00,161,2,500,17,Afternoon,1
2025-01-14 18:00:00,156,2,300,18,Evening,1
2025-01-14 19:00:00,105,4,400,19,Evening,1
2025-01-14 20:00:00,127,3,500,20,Evening,1
2025-01-15 08:00:00,127,2,400,8,Morning,1
2025-01-15 09:00:00,143,2,400,9,Morning,1
2025-01-15 10:00:00,183,2,200,10,Morning,1
2025-01-15 11:00:00,129,3,400,11,Morning,1
2025-01-15 12:00:00,161,3,200,12,Afternoon,1
2025-01-15 13:00:00,174,4,300,13,Afternoon,1
2025-01-15 14:00:00,191,3,300,14,Afternoon,1
2025-01-15 15:00:00,188,3,200,15,Afternoon,1
2025-01-15 16:00:00,161,1,400,16,Afternoon,1
2025-01-15 17:00:00,196,4,500,17,Afternoon,1
2025-01-15 18:00:00,100,2,500,18,Evening,1
2025-01-15 19:00:00,126,3,200,19,Evening,1
2025-01-15 20:00:00,161,2,300,20,Evening,1
2025-01-16 08:00:00,176,2,300,8,Morning,1
2025-01-16 09:00:00,102,1,500,9,Morning,1
2025-01-16 10:00:00,169,3,200,10,Morning,1
2025-01-16 11:00:00,171,4,500,11,Morning,1
2025-01-16 12:00:00,126,3,400,12,Afternoon,1
2025-01-16 13:00:00,108,2,400,13,Afternoon,1
2025-01-16 14:00:00,161,4,200,14,Afternoon,1
2025-01-16 15:00:00,136,3,200,15,Afternoon,1
2025-01-16 16:00:00,196,2,400,16,Afternoon,1
2025-01-16 17:00:00,150,2,300,17,Afternoon,1
2025-01-16 18:00:00,143,1,200,18,Evening,1
2025-01-16 19:00:00,123,1,400,19,Evening,1
2025-01-16 20:00:00,178,1,400,20,Evening,1
2025-01-17 08:00:00,158,2,300,8,Morning,1
2025-01-17 09:00:00,131,3,300,9,Morning,1
2025-01-17 10:00:00,195,1,300,10,Morning,1
2025-01-17 11:00:00,187,3,300,11,Morning,1
2025-01-17 12:00:00,151,1,500,12,Afternoon,1
2025-01-17 13:00:00,161,4,300,13,Afternoon,1
2025-01-17 14:00:00,157,4,500,14,Afternoon,1
2025-01-17 15:00:00,151,1,200,15,Afternoon,1
2025-01-17 16:00:00,111,2,400,16,Afternoon,1
2025-01-17 17:00:00,138,1,500,17,Afternoon,1
2025-01-17 18:00:00,101,1,200,18,Evening,1
2025-01-17 19:00:00,102,2,200,19,Evening,1
2025-01-17 20:00:00,155,4,500,20,Evening,1
2025-01-18 08:00:00,180,3,200,8,Morning,1
2025-01-18 09:00:00,158,1,200,9,Morning,1
2025-01-18 10:00:00,101,2,500,10,Morning,1
2025-01-18 11:00:00,101,1,200,11,Morning,1
2025-01-18 12:00:00,191,2,300,12,Afternoon,1
2025-01-18 13:00:00,153,3,300,13,Afternoon,1
2025-01-18 14:00:00,186,3,400,14,Afternoon,1
2025-01-18 15:00:00,195,4,200,15,Afternoon,1
2025-01-18 16:00:00,196,2,400,16,Afternoon,1
2025-01-18 17:00:00,100,2,300,17,Afternoon,1
2025-01-18 18:00:00,118,4,300,18,Evening,1
2025-01-18 19:00:00,101,4,300,19,Evening,1
2025-01-18 20:00:00,152,2,200,20,Evening,1
2025-01-19 08:00:00,143,4,200,8,Morning,1
2025-01-19 09:00:00,189,3,300,9,Morning,1
2025-01-19 10:00:00,131,1,400,10,Morning,1
2025-01-19 11:00:00,169,3,400,11,Morning,1
2025-01-19 12:00:00,131,4,500,12,Afternoon,1
2025-01-19 13:00:00,167,2,300,13,Afternoon,1
2025-01-19 14:00:00,154,2,400,14,Afternoon,1
2025-01-19 15:00:00,174,3,300,15,Afternoon,1
2025-01-19 16:00:00,155,2,400,16,Afternoon,1
2025-01-19 17:00:00,116,4,500,17,Afternoon,1
2025-01-19 18:00:00,137,3,500,18,Evening,1
2025-01-19 19:00:00,123,2,300,19,Evening,1
2025-01-19 20:00:00,168,1,400,20,Evening,1
2025-01-20 08:00:00,197,1,200,8,Morning,1
2025-01-20 09:00:00,169,4,500,9,Morning,1
2025-01-20 10:00:00,185,2,300,10,Morning,1
2025-01-20 11:00:00,110,4,300,11,Morning,1
2025-01-20 12:00:00,115,3,400,12,Afternoon,1
2025-01-20 13:00:00,196,1,300,13,Afternoon,1
2025-01-20 14:00:00,172,3,500,14,Afternoon,1
2025-01-20 15:00:00,158,2,300,15,Afternoon,1
2025-01-20 16:00:00,169,4,300,16,Afternoon,1
2025-01-20 17:00:00,179,4,200,17,Afternoon,1
2025-01-20 18:00:00,192,4,200,18,Evening,1
2025-01-20 19:00:00,102,3,500,19,Evening,1
2025-01-20 20:00:00,119,1,400,20,Evening,1
2025-01-21 08:00:00,158,3,200,8,Morning,1
2025-01-21 09:00:00,135,3,400,9,Morning,1
2025-01-21 10:00:00,118,2,500,10,Morning,1
2025-01-21 11:00:00,189,2,200,11,Morning,1
2025-01-21 12:00:00,166,2,400,12,Afternoon,1
2025-01-21 13:00:00,118,1,200,13,Afternoon,1
2025-01-21 14:00:00,119,1,500,14,Afternoon,1
2025-01-21 15:00:00,195,2,500,15,Afternoon,1
2025-01-21 16:00:00,170,2,200,16,Afternoon,1
2025-01-21 17:00:00,151,1,400,17,Afternoon,1
2025-01-21 18:00:00,132,4,300,18,Evening,1
2025-01-21 19:00:00,139,1,300,19,Evening,1
2025-01-21 20:00:00,138,1,200,20,Evening,1
2025-01-22 08:00:00,181,1,400,8,Morning,1
2025-01-22 09:00:00,100,2,300,9,Morning,1
2025-01-22 10:00:00,110,4,500,10,Morning,1
2025-01-22 11:00:00,191,1,400,11,Morning,1
2025-01-22 12:00:00,156,2,300,12,Afternoon,1
2025-01-22 13:00:00,188,3,400,13,Afternoon,1
2025-01-22 14:00:00,149,3,200,14,Afternoon,1
2025-01-22 15:00:00,122,1,400,15,Afternoon,1
2025-01-22 16:00:00,130,3,300,16,Afternoon,1
2025-01-22 17:00:00,193,4,200,17,Afternoon,1
2025-01-22 18:00:00,141,3,400,18,Evening,1
2025-01-22 19:00:00,198,3,500,19,Evening,1
2025-01-22 20:00:00,106,4,300,20,Evening,1
2025-01-23 08:00:00,115,1,200,8,Morning,1
2025-01-23 09:00:00,189,1,400,9,Morning,1
2025-01-23 10:00:00,159,4,500,10,Morning,1
2025-01-23 11:00:00,101,4,300,11,Morning,1
2025-01-23 12:00:00,100,4,500,12,Afternoon,1
2025-01-23 13:00:00,147,3,400,13,Afternoon,1
2025-01-23 14:00:00,111,4,400,14,Afternoon,1
2025-01-23 15:00:00,168,2,200,15,Afternoon,1
2025-01-23 16:00:00,136,3,500,16,Afternoon,1
2025-01-23 17:00:00,131,1,200,17,Afternoon,1
2025-01-23 18:00:00,108,1,300,18,Evening,1
2025-01-23 19:00:00,198,1,200,19,Evening,1
2025-01-23 20:00:00,118,3,300,20,Evening,1
2025-01-24 08:00:00,147,2,400,8,Morning,1
2025-01-24 09:00:00,179,4,400,9,Morning,1
2025-01-24 10:00:00,102,4,500,10,Morning,1
2025-01-24 11:00:00,119,1,300,11,Morning,1
2025-01-24 12:00:00,123,1,400,12,Afternoon,1
2025-01-24 13:00:00,153,3,500,13,Afternoon,1
2025-01-24 14:00:00,132,2,500,14,Afternoon,1
2025-01-24 15:00:00,123,4,200,15,Afternoon,1
2025-01-24 16:00:00,174,3,500,16,Afternoon,1
2025-01-24 17:00:00,171,4,400,17,Afternoon,1
2025-01-24 18:00:00,135,1,200,18,Evening,1
2025-01-24 19:00:00,137,4,300,19,Evening,1
2025-01-24 20:00:00,183,2,300,20,Evening,1
2025-01-25 08:00:00,198,2,400,8,Morning,1
2025-01-25 09:00:00,188,1,400,9,Morning,1
2025-01-25 10:00:00,198,2,200,10,Morning,1
2025-01-25 11:00:00,124,2,200,11,Morning,1
2025-01-25 12:00:00,192,3,400,12,Afternoon,1
2025-01-25 13:00:00,117,4,400,13,Afternoon,1
2025-01-25 14:00:00,181,1,300,14,Afternoon,1
2025-01-25 15:00:00,165,1,300,15,Afternoon,1
2025-01-25 16:00:00,153,1,300,16,Afternoon,1
2025-01-25 17:00:00,134,1,400,17,Afternoon,1
2025-01-25 18:00:00,179,1,500,18,Evening,1
2025-01-25 19:00:00,160,2,400,19,Evening,1
2025-01-25 20:00:00,140,3,400,20,Evening,1
2025-01-26 08:00:00,199,1,300,8,Morning,1
2025-01-26 09:00:00,132,3,400,9,Morning,1
2025-01-26 10:00:00,167,3,200,10,Morning,1
2025-01-26 11:00:00,132,2,400,11,Morning,1
2025-01-26 12:00:00,113,1,400,12,Afternoon,1
2025-01-26 13:00:00,120,2,400,13,Afternoon,1
2025-01-26 14:00:00,147,1,400,14,Afternoon,1
2025-01-26 15:00:00,119,2,500,15,Afternoon,1
2025-01-26 16:00:00,107,3,400,16,Afternoon,1
2025-01-26 17:00:00,106,1,200,17,Afternoon,1
2025-01-26 18:00:00,166,4,200,18,Evening,1
2025-01-26 19:00:00,116,3,400,19,Evening,1
2025-01-26 20:00:00,132,4,300,20,Evening,1
2025-01-27 08:00:00,147,3,500,8,Morning,1
2025-01-27 09:00:00,175,2,400,9,Morning,1
2025-01-27 10:00:00,158,1,400,10,Morning,1
2025-01-27 11:00:00,185,3,400,11,Morning,1
2025-01-27 12:00:00,121,2,300,12,Afternoon,1
2025-01-27 13:00:00,129,1,300,13,Afternoon,1
2025-01-27 14:00:00,137,1,300,14,Afternoon,1
2025-01-27 15:00:00,150,3,500,15,Afternoon,1
2025-01-27 16:00:00,153,1,200,16,Afternoon,1
2025-01-27 17:00:00,107,3,500,17,Afternoon,1
2025-01-27 18:00:00,126,1,300,18,Evening,1
2025-01-27 19:00:00,126,4,200,19,Evening,1
2025-01-27 20:00:00,197,2,200,20,Evening,1
2025-01-28 08:00:00,120,4,300,8,Morning,1
2025-01-28 09:00:00,129,3,300,9,Morning,1
2025-01-28 10:00:00,196,4,500,10,Morning,1
2025-01-28 11:00:00,127,3,300,11,Morning,1
2025-01-28 12:00:00,163,1,200,12,Afternoon,1
2025-01-28 13:00:00,196,1,400,13,Afternoon,1
2025-01-28 14:00:00,168,3,300,14,Afternoon,1
2025-01-28 15:00:00,160,4,300,15,Afternoon,1
2025-01-28 16:00:00,147,1,500,16,Afternoon,1
2025-01-28 17:00:00,118,2,500,17,Afternoon,1
2025-01-28 18:00:00,103,1,300,18,Evening,1
2025-01-28 19:00:00,134,2,200,19,Evening,1
2025-01-28 20:00:00,163,4,200,20,Evening,1
2025-01-29 08:00:00,148,2,400,8,Morning,1
2025-01-29 09:00:00,116,2,300,9,Morning,1
2025-01-29 10:00:00,143,2,500,10,Morning,1
2025-01-29 11:00:00,191,2,200,11,Morning,1
2025-01-29 12:00:00,129,1,400,12,Afternoon,1
2025-01-29 13:00:00,192,2,300,13,Afternoon,1
2025-01-29 14:00:00,145,1,200,14,Afternoon,1
2025-01-29 15:00:00,105,2,300,15,Afternoon,1
2025-01-29 16:00:00,198,3,300,16,Afternoon,1
2025-01-29 17:00:00,136,4,200,17,Afternoon,1
2025-01-29 18:00:00,123,2,200,18,Evening,1
2025-01-29 19:00:00,192,3,200,19,Evening,1
2025-01-29 20:00:00,145,2,300,20,Evening,1
2025-01-30 08:00:00,152,2,300,8,Morning,1
2025-01-30 09:00:00,194,2,400,9,Morning,1
2025-01-30 10:00:00,198,3,500,10,Morning,1
2025-01-30 11:00:00,159,4,300,11,Morning,1
2025-01-30 12:00:00,196,3,500,12,Afternoon,1
2025-01-30 13:00:00,162,4,200,13,Afternoon,1
2025-01-30 14:00:00,184,2,300,14,Afternoon,1
2025-01-30 15:00:00,131,1,400,15,Afternoon,1
2025-01-30 16:00:00,186,2,400,16,Afternoon,1
2025-01-30 17:00:00,132,4,500,17,Afternoon,1
2025-01-30 18:00:00,166,3,200,18,Evening,1
2025-01-30 19:00:00,117,2,500,19,Evening,1
2025-01-30 20:00:00,124,3,200,20,Evening,1
2025-01-31 08:00:00,194,3,400,8,Morning,1
2025-01-31 09:00:00,153,3,500,9,Morning,1
2025-01-31 10:00:00,157,2,400,10,Morning,1
2025-01-31 11:00:00,166,3,400,11,Morning,1
2025-01-31 12:00:00,145,3,200,12,Afternoon,1
2025-01-31 13:00:00,123,2,500,13,Afternoon,1
2025-01-31 14:00:00,131,3,500,14,Afternoon,1
2025-01-31 15:00:00,146,2,400,15,Afternoon,1
2025-01-31 16:00:00,185,4,400,16,Afternoon,1
2025-01-31 17:00:00,122,4,200,17,Afternoon,1
2025-01-31 18:00:00,165,4,300,18,Evening,1
2025-01-31 19:00:00,126,3,300,19,Evening,1
2025-01-31 20:00:00,101,1,400,20,Evening,1
2025-02-01 08:00:00,189,1,300,8,Morning,2
2025-02-01 09:00:00,116,3,300,9,Morning,2
2025-02-01 10:00:00,132,1,300,10,Morning,2
2025-02-01 11:00:00,108,2,300,11,Morning,2
2025-02-01 12:00:00,142,1,400,12,Afternoon,2
2025-02-01 13:00:00,147,3,300,13,Afternoon,2
2025-02-01 14:00:00,138,3,300,14,Afternoon,2
2025-02-01 15:00:00,192,2,200,15,Afternoon,2
2025-02-01 16:00:00,141,4,400,16,Afternoon,2
2025-02-01 17:00:00,125,3,500,17,Afternoon,2
2025-02-01 18:00:00,198,2,500,18,Evening,2
2025-02-01 19:00:00,149,1,200,19,Evening,2
2025-02-01 20:00:00,124,1,200,20,Evening,2
2025-02-02 08:00:00,123,2,400,8,Morning,2
2025-02-02 09:00:00,112,2,500,9,Morning,2
2025-02-02 10:00:00,159,3,300,10,Morning,2
2025-02-02 11:00:00,106,1,200,11,Morning,2
2025-02-02 12:00:00,156,2,500,12,Afternoon,2
2025-02-02 13:00:00,135,1,400,13,Afternoon,2
2025-02-02 14:00:00,144,2,300,14,Afternoon,2
2025-02-02 15:00:00,119,1,400,15,Afternoon,2
2025-02-02 16:00:00,164,4,200,16,Afternoon,2
2025-02-02 17:00:00,107,3,500,17,Afternoon,2
2025-02-02 18:00:00,115,1,500,18,Evening,2
2025-02-02 19:00:00,113,4,500,19,Evening,2
2025-02-02 20:00:00,175,1,500,20,Evening,2
2025-02-03 08:00:00,186,1,300,8,Morning,2
2025-02-03 09:00:00,114,4,300,9,Morning,2
2025-02-03 10:00:00,191,1,400,10,Morning,2
2025-02-03 11:00:00,197,1,300,11,Morning,2
2025-02-03 12:00:00,165,3,200,12,Afternoon,2
2025-02-03 13:00:00,131,4,200,13,Afternoon,2
2025-02-03 14:00:00,186,4,500,14,Afternoon,2
2025-02-03 15:00:00,162,2,200,15,Afternoon,2
2025-02-03 16:00:00,185,1,400,16,Afternoon,2
2025-02-03 17:00:00,150,3,300,17,Afternoon,2
2025-02-03 18:00:00,124,1,300,18,Evening,2
2025-02-03 19:00:00,157,1,300,19,Evening,2
2025-02-03 20:00:00,162,2,200,20,Evening,2
2025-02-04 08:00:00,161,1,300,8,Morning,2
2025-02-04 09:00:00,121,3,500,9,Morning,2
2025-02-04 10:00:00,157,3,500,10,Morning,2
2025-02-04 11:00:00,157,2,500,11,Morning,2
2025-02-04 12:00:00,185,1,200,12,Afternoon,2
2025-02-04 13:00:00,148,3,300,13,Afternoon,2
2025-02-04 14:00:00,151,1,200,14,Afternoon,2
2025-02-04 15:00:00,141,1,300,15,Afternoon,2
2025-02-04 16:00:00,169,1,400,16,Afternoon,2
2025-02-04 17:00:00,114,2,400,17,Afternoon,2
2025-02-04 18:00:00,153,1,200,18,Evening,2
2025-02-04 19:00:00,159,3,500,19,Evening,2
2025-02-04 20:00:00,196,1,200,20,Evening,2
2025-02-05 08:00:00,107,3,500,8,Morning,2
2025-02-05 09:00:00,152,1,300,9,Morning,2
2025-02-05 10:00:00,159,3,500,10,Morning,2
2025-02-05 11:00:00,104,3,500,11,Morning,2
2025-02-05 12:00:00,167,1,300,12,Afternoon,2
2025-02-05 13:00:00,105,1,400,13,Afternoon,2
2025-02-05 14:00:00,195,3,300,14,Afternoon,2
2025-02-05 15:00:00,193,4,200,15,Afternoon,2
2025-02-05 16:00:00,146,2,200,16,Afternoon,2
2025-02-05 17:00:00,198,4,200,17,Afternoon,2
2025-02-05 18:00:00,154,4,200,18,Evening,2
2025-02-05 19:00:00,139,1,200,19,Evening,2
2025-02-05 20:00:00,151,2,400,20,Evening,2
2025-02-06 08:00:00,115,4,400,8,Morning,2
2025-02-06 09:00:00,112,1,500,9,Morning,2
2025-02-06 10:00:00,129,4,200,10,Morning,2
2025-02-06 11:00:00,118,4,300,11,Morning,2
2025-02-06 12:00:00,116,1,200,12,Afternoon,2
2025-02-06 13:00:00,162,1,400,13,Afternoon,2
2025-02-06 14:00:00,118,1,200,14,Afternoon,2
2025-02-06 15:00:00,191,2,400,15,Afternoon,2
2025-02-06 16:00:00,157,4,500,16,Afternoon,2
2025-02-06 17:00:00,154,1,500,17,Afternoon,2
2025-02-06 18:00:00,189,3,500,18,Evening,2
2025-02-06 19:00:00,189,4,400,19,Evening,2
2025-02-06 20:00:00,161,3,200,20,Evening,2
2025-02-07 08:00:00,122,2,200,8,Morning,2
2025-02-07 09:00:00,108,1,300,9,Morning,2
2025-02-07 10:00:00,111,3,400,10,Morning,2
2025-02-07 11:00:00,100,2,300,11,Morning,2
2025-02-07 12:00:00,157,1,500,12,Afternoon,2
2025-02-07 13:00:00,100,3,200,13,Afternoon,2
2025-02-07 14:00:00,133,3,400,14,Afternoon,2
2025-02-07 15:00:00,195,2,300,15,Afternoon,2
2025-02-07 16:00:00,147,1,300,16,Afternoon,2
2025-02-07 17:00:00,188,1,300,17,Afternoon,2
2025-02-07 18:00:00,100,3,200,18,Evening,2
2025-02-07 19:00:00,115,3,200,19,Evening,2
2025-02-07 20:00:00,160,3,200,20,Evening,2
2025-02-08 08:00:00,163,1,400,8,Morning,2
2025-02-08 09:00:00,162,2,200,9,Morning,2
2025-02-08 10:00:00,168,2,400,10,Morning,2
2025-02-08 11:00:00,121,1,300,11,Morning,2
2025-02-08 12:00:00,192,4,300,12,Afternoon,2
